code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,dropout
0,1,0,0,1,4,1,0,60,1,0
0,1,1,3,0,7,1,0,60,0,0
0,1,0,7,1,8,1,0,60,0,0
0,1,1,3,1,9,1,0,60,0,0
0,1,1,5,0,6,1,0,60,0,0
0,1,1,11,0,3,1,0,60,0,0
0,1,0,5,1,5,1,0,60,0,1
0,1,1,0,0,6,1,0,60,0,0
0,1,1,8,1,3,1,0,75,0,1
0,1,0,6,0,1,1,0,60,0,1
0,1,1,6,0,3,1,0,60,0,0
0,1,1,9,1,4,1,0,60,0,0
0,1,1,9,1,4,1,0,300,1,0
0,1,1,12,0,5,1,0,60,0,0
0,1,0,8,0,7,1,0,60,1,0
0,1,0,1,0,8,0,0,60,0,0
0,1,1,8,0,9,1,0,60,0,0
0,1,0,0,1,4,1,0,120,1,0
0,1,1,11,1,0,1,0,60,0,1
0,1,1,2,1,5,1,0,120,0,0
0,1,0,0,0,9,0,0,60,1,0
0,1,1,5,1,3,1,0,60,0,0
0,1,0,9,1,7,1,0,60,0,0
0,1,0,0,0,6,0,0,60,0,0
0,1,1,3,0,3,1,0,330,1,1
0,1,0,3,1,3,1,0,60,0,1
0,1,0,8,0,9,1,0,60,0,0
0,1,0,11,0,0,0,0,120,0,0
0,1,0,9,1,5,1,0,60,0,0
0,1,1,11,1,0,1,0,60,0,0
0,1,0,5,1,8,1,0,60,0,0
0,1,1,3,0,5,1,0,120,0,1
0,1,0,8,1,7,1,0,60,0,0
0,1,1,6,0,7,1,0,60,1,1
0,1,0,12,0,4,0,0,60,0,0
0,1,0,11,1,8,0,0,60,1,0
0,1,0,5,0,4,0,0,120,0,0
0,1,0,12,0,3,1,0,60,0,0
0,1,0,3,0,7,1,0,60,0,0
0,1,0,0,0,5,1,0,60,0,0
0,1,1,6,0,2,0,0,60,0,0
0,1,0,11,0,1,1,0,60,0,0
0,1,0,8,0,8,1,0,120,0,1
0,1,0,1,0,2,0,0,60,0,0
0,1,1,8,1,3,1,0,60,0,0
0,1,1,8,0,9,0,0,150,0,0
0,1,1,10,0,9,1,0,60,0,1
0,1,0,0,1,4,1,0,120,0,0
0,1,0,3,1,4,0,0,60,0,0
0,1,1,12,1,2,1,0,60,0,0
0,1,0,12,0,6,0,0,60,0,0
0,1,0,0,0,7,0,0,180,0,1
0,1,0,0,0,8,0,0,120,0,0
0,1,0,3,1,7,1,0,60,0,0
0,1,0,1,0,2,0,0,120,0,0
0,1,1,8,0,9,0,0,60,0,1
0,1,0,8,0,8,0,0,120,0,0
0,1,1,9,1,5,1,0,90,0,0
0,1,0,8,0,8,1,0,60,0,0
0,1,1,3,0,1,1,0,120,1,1
0,1,0,4,0,3,0,0,60,0,0
0,1,0,1,0,3,0,0,60,0,0
0,1,1,6,1,8,1,0,120,0,0
0,1,1,8,1,8,1,0,180,0,0
0,1,1,3,1,8,1,0,60,0,0
0,1,0,12,1,2,1,0,60,0,0
0,1,1,5,0,4,0,0,60,0,0
0,1,1,10,1,8,1,0,60,0,0
0,1,1,8,1,9,0,0,120,0,0
0,1,0,5,1,4,0,0,240,0,0
0,1,1,1,0,9,0,0,60,0,0
0,1,0,3,1,1,0,0,60,0,0
0,1,1,5,0,2,2,0,120,0,0
0,1,0,0,0,8,0,0,60,0,0
0,1,0,11,1,4,0,0,60,0,1
0,1,0,8,1,9,0,0,60,0,0
0,1,1,9,1,3,0,0,60,0,0
0,1,1,0,0,7,0,0,60,0,0
0,1,0,8,0,8,0,0,60,0,0
0,1,0,8,0,9,1,0,60,0,0
0,1,1,8,0,9,0,0,120,0,1
0,1,1,12,1,7,1,0,60,0,0
0,1,1,5,0,7,0,0,60,0,1
0,1,0,11,0,1,0,0,60,1,0
0,1,0,0,1,8,1,0,60,0,0
0,1,0,9,0,5,0,0,60,0,0
0,1,0,0,0,8,1,0,60,0,0
0,1,0,6,0,3,0,0,120,0,0
0,1,1,11,0,2,0,0,60,0,0
0,1,0,1,0,9,0,0,60,0,0
0,1,0,3,1,1,1,0,60,0,0
0,1,0,12,0,8,0,0,60,0,0
0,1,1,11,0,4,0,0,60,1,0
0,1,1,1,0,1,0,0,120,0,0
0,1,0,5,0,9,1,0,60,0,0
0,1,1,7,1,3,1,0,120,0,0
0,1,1,1,1,5,1,0,60,0,0
0,1,0,9,0,8,1,0,60,0,0
0,1,0,9,0,4,0,0,180,0,0
0,1,1,0,1,6,1,0,60,0,0
0,1,1,3,0,0,1,0,60,0,0
0,1,1,5,0,9,0,0,60,0,0
0,1,1,12,0,9,0,0,60,0,0
0,1,0,8,0,8,0,0,60,0,0
0,1,0,1,1,3,0,0,60,0,0
0,1,1,0,0,1,0,0,60,0,0
0,1,1,0,0,4,1,0,60,0,0
0,1,0,11,0,5,0,0,60,0,0
0,1,1,8,0,4,1,0,180,0,0
0,1,1,0,0,7,1,0,120,0,0
0,1,1,1,1,6,0,0,120,0,0
0,3,0,8,1,6,0,0,60,0,0
0,3,0,0,0,6,1,0,60,0,0
0,3,1,12,1,4,1,0,60,0,0
0,3,0,9,0,4,0,0,60,0,0
0,3,0,12,1,0,1,0,120,0,0
0,3,0,11,0,6,0,0,60,0,0
0,3,0,10,0,7,0,0,120,0,0
0,3,0,1,0,1,0,0,60,0,0
0,3,1,7,0,8,1,0,60,0,0
0,3,0,0,0,7,0,1,60,0,0
0,3,1,5,0,4,0,0,120,0,0
0,3,1,8,1,8,1,0,60,0,1
0,3,0,9,1,3,0,0,60,0,0
0,3,1,6,0,5,1,0,60,0,0
0,3,1,3,1,8,1,0,60,0,0
0,3,1,7,1,1,1,0,60,0,1
0,3,1,8,1,7,1,1,60,0,0
0,3,1,7,1,9,0,0,60,0,1
0,3,0,0,1,6,1,0,60,0,0
0,3,1,10,0,4,0,0,60,0,0
0,3,0,3,0,4,1,0,60,0,0
0,3,0,9,0,6,1,0,60,0,1
0,3,0,9,0,4,1,1,60,0,0
0,3,0,7,0,6,0,0,120,0,0
0,3,1,11,0,5,0,1,60,0,1
0,3,0,0,0,6,1,0,60,0,0
0,3,0,8,0,7,1,0,60,0,0
0,3,1,7,0,1,0,0,60,0,0
0,3,1,0,0,9,1,0,60,0,0
0,3,0,8,0,7,1,0,60,0,0
0,3,1,4,1,0,0,0,60,0,0
0,3,0,0,1,2,0,1,120,0,1
0,3,0,7,1,9,1,1,60,1,0
0,3,1,0,1,9,1,0,60,0,0
0,3,1,7,0,9,1,0,60,0,0
0,3,1,9,0,9,0,1,210,0,0
0,3,1,6,0,2,1,0,60,0,0
0,3,1,0,1,3,1,0,120,1,0
0,3,1,4,1,6,0,1,120,0,0
0,3,0,5,0,3,1,1,60,1,0
0,3,0,6,0,2,1,0,60,0,0
0,3,1,11,0,6,0,0,60,0,0
0,3,0,10,0,0,0,0,120,0,1
0,3,0,8,1,9,0,0,60,0,1
0,3,0,0,1,7,0,1,120,0,0
0,3,0,7,0,8,0,0,60,0,1
0,3,1,1,0,4,1,1,60,0,1
0,3,0,0,0,4,0,0,60,1,0
0,3,0,10,0,3,0,0,60,0,0
0,3,1,4,0,1,1,0,60,0,0
0,3,0,7,1,3,1,0,60,1,0
0,3,0,1,0,7,1,0,60,0,0
0,3,1,3,0,5,1,0,60,0,0
0,3,1,10,1,9,0,0,60,0,0
0,3,1,12,1,1,1,0,60,0,0
0,3,1,12,0,7,1,1,60,0,0
0,3,1,0,0,3,1,0,60,0,0
0,3,1,8,0,9,0,0,60,0,0
0,3,1,6,0,4,1,0,60,0,0
0,3,1,8,1,5,1,0,60,0,0
0,3,0,1,1,3,1,0,60,0,0
0,3,1,12,0,9,0,1,180,0,0
0,3,1,11,0,4,0,0,60,0,0
0,3,1,12,0,1,0,0,60,0,0
0,3,0,9,1,6,0,0,60,0,0
0,3,0,7,0,6,0,0,60,0,0
0,3,0,11,0,4,0,0,60,0,0
0,3,0,12,0,3,1,0,120,0,0
0,3,1,10,0,2,1,0,60,0,0
0,3,1,9,0,1,1,0,60,0,0
0,3,0,3,0,8,1,1,120,0,1
0,3,1,7,1,4,0,0,60,0,0
0,3,1,0,0,4,1,0,60,0,0
0,3,1,0,1,9,1,0,60,0,0
0,3,1,4,1,10,1,0,60,0,0
0,3,0,8,0,3,0,0,240,0,0
0,3,1,0,0,3,0,1,120,0,0
0,3,1,1,1,7,1,0,60,0,0
0,3,1,0,1,4,0,0,120,0,1
0,3,0,3,0,2,0,0,60,0,1
0,3,0,1,0,7,1,0,60,0,0
0,3,0,7,0,6,0,1,120,0,1
0,3,0,11,0,2,0,0,60,0,0
0,3,0,0,0,4,1,0,90,0,0
0,3,1,6,0,0,0,0,60,0,0
0,3,1,6,0,7,1,0,60,0,0
0,3,1,6,0,3,0,0,120,0,0
0,3,1,8,0,7,0,0,60,0,0
0,3,1,7,0,4,0,0,60,0,0
0,3,0,9,0,5,1,0,60,0,0
0,3,1,5,0,1,1,0,60,1,0
0,3,1,10,0,7,1,0,60,0,0
0,3,1,0,0,7,0,0,60,0,0
0,3,1,6,0,3,1,0,60,0,0
0,3,1,6,0,7,1,0,120,0,0
0,3,0,12,0,7,0,0,60,0,0
0,3,1,9,0,2,0,0,60,0,0
0,3,1,7,0,7,0,0,60,0,0
0,3,0,2,0,2,1,0,60,0,0
0,3,0,11,0,5,0,0,60,0,0
0,3,1,8,0,8,0,0,60,0,0
0,3,0,8,0,9,1,0,60,0,0
0,3,0,3,0,4,1,0,60,0,0
0,3,1,9,0,5,1,0,60,0,0
0,3,1,0,0,7,0,0,120,0,0
0,3,1,12,0,0,0,0,60,0,0
0,3,1,6,0,9,1,0,60,0,0
0,3,0,11,0,3,0,0,120,0,0
0,3,0,11,0,2,0,0,180,0,1
0,3,1,12,0,1,1,0,60,0,0
0,3,0,0,0,8,0,0,180,0,1
0,3,0,0,0,3,0,0,60,1,0
0,3,1,9,1,5,0,0,60,0,0
0,3,1,10,0,6,0,0,60,0,0
0,3,1,9,0,8,0,0,60,0,0
0,3,0,7,0,2,0,1,60,0,0
0,3,0,12,0,3,0,0,120,0,1
0,3,1,1,0,6,1,0,60,0,0
0,3,0,4,0,10,0,0,60,0,0
0,3,0,0,0,2,1,0,120,0,0
0,3,1,1,0,8,1,0,60,0,0
0,3,1,9,0,3,0,0,120,0,0
0,3,1,0,1,8,0,0,60,0,0
0,3,0,1,0,1,0,0,60,0,0
0,3,1,8,0,7,1,0,60,0,0
0,3,0,10,0,0,0,0,60,0,0
0,3,1,8,1,8,0,0,120,0,0
0,3,1,11,0,6,0,0,60,0,1
0,3,0,8,0,4,0,0,60,0,0
0,3,1,3,0,4,0,0,120,0,0
0,3,1,0,0,5,0,0,120,1,0
0,3,0,5,0,2,0,0,60,0,1
0,3,1,8,1,5,0,0,60,0,0
0,3,0,8,0,7,0,0,60,0,1
0,3,1,6,0,7,0,0,60,0,0
0,3,0,0,1,9,1,0,60,0,0
0,3,0,8,0,6,1,0,60,0,1
0,3,0,9,0,1,1,0,300,0,0
0,3,1,6,0,0,0,1,90,0,0
0,3,0,8,1,6,0,0,120,1,0
0,3,0,8,1,4,0,0,180,1,0
0,3,0,9,0,7,0,0,120,0,0
0,3,1,7,1,6,1,0,60,0,0
0,3,0,3,0,2,0,0,60,0,0
0,3,1,11,0,9,0,0,180,0,0
0,3,1,11,0,10,1,0,60,0,0
0,3,0,0,0,6,0,0,60,1,0
0,3,0,5,1,8,1,0,60,0,0
0,3,0,7,0,9,0,0,60,0,0
0,3,1,9,0,8,1,0,60,0,0
0,3,1,0,0,3,0,0,120,0,0
0,3,0,5,0,0,1,0,60,0,0
0,3,1,2,0,4,0,0,60,0,0
0,3,1,2,0,7,0,0,90,0,0
0,3,0,4,0,5,0,0,60,0,0
0,3,1,2,1,10,0,0,300,0,0
0,3,1,0,0,9,0,0,150,0,0
0,3,1,7,0,6,1,0,60,0,0
0,3,0,11,0,2,0,0,60,0,1
0,3,1,9,0,7,0,0,120,0,0
0,3,1,2,0,7,0,0,60,0,0
0,3,1,11,1,5,0,0,120,0,0
0,3,1,8,0,9,0,0,120,0,1
0,3,1,10,0,0,0,0,120,0,0
0,3,1,1,0,2,0,0,180,0,0
0,3,0,12,0,3,0,0,120,0,0
0,3,0,9,0,9,0,0,120,0,0
0,3,0,3,0,1,0,0,180,0,1
0,3,1,9,0,8,1,0,60,0,0
0,3,1,7,0,7,0,0,120,0,0
0,3,0,12,0,3,0,0,60,0,0
0,3,1,3,1,1,0,0,120,1,1
0,3,1,9,1,9,1,0,120,0,0
0,3,1,3,0,6,1,0,120,0,0
0,3,0,8,0,8,0,0,90,0,1
0,3,0,5,0,5,0,0,120,0,1
0,3,1,10,0,7,0,0,120,0,0
0,3,0,3,0,1,0,0,60,0,1
0,3,0,7,0,2,1,0,120,0,1
0,3,1,0,0,0,0,0,120,0,0
0,3,1,7,0,7,0,0,60,1,1
0,3,1,0,0,9,0,0,120,0,1
0,3,1,4,0,6,0,0,120,0,0
0,3,1,12,0,8,0,0,240,0,1
0,3,1,10,0,8,0,0,60,0,0
0,3,0,2,1,10,0,0,60,0,0
0,3,0,8,1,5,2,1,60,0,1
0,3,1,9,0,6,2,0,60,0,0
0,3,0,8,0,9,2,0,60,0,0
0,3,1,10,1,0,1,0,60,0,0
0,3,0,8,0,3,1,0,60,0,0
0,3,1,12,0,2,1,1,60,0,0
0,3,0,8,0,9,2,0,60,0,1
0,3,1,9,0,9,1,1,60,0,1
0,3,1,1,0,6,1,0,60,0,0
0,3,0,0,1,4,1,1,60,1,0
0,3,0,11,0,4,1,0,60,0,0
0,3,1,10,0,5,1,0,60,0,0
0,3,0,1,0,6,1,0,60,0,0
0,3,0,1,0,7,1,0,60,0,0
0,3,1,7,0,6,1,0,60,0,0
0,3,0,6,0,4,1,0,60,0,1
0,3,0,7,1,6,1,0,60,0,1
0,3,1,8,0,8,1,0,60,0,0
0,3,1,7,1,5,1,0,90,0,0
0,3,0,5,0,3,1,0,60,0,0
0,3,1,3,0,9,1,0,60,0,0
0,3,1,6,0,6,1,0,60,0,0
0,3,0,12,1,3,1,0,60,0,1
0,3,1,3,1,3,1,0,60,0,0
0,3,0,7,0,4,1,0,60,0,0
0,3,0,8,0,7,1,0,60,1,0
0,3,1,11,1,0,1,1,120,0,0
0,3,1,7,1,4,1,0,60,0,0
0,3,0,6,0,8,0,0,60,0,0
0,3,1,3,1,5,1,0,60,0,0
0,3,0,3,1,3,1,1,60,0,0
0,3,1,6,0,7,1,0,60,0,0
0,3,1,3,0,5,1,1,60,0,0
0,3,0,1,1,4,1,0,90,0,0
0,3,0,2,0,4,1,0,60,0,1
0,3,0,9,1,3,1,0,120,0,1
0,3,0,9,1,1,0,0,60,0,0
0,3,1,9,1,5,1,0,60,0,1
0,3,0,11,1,5,0,0,120,0,0
0,3,1,9,1,2,1,0,60,0,0
0,3,1,5,0,2,1,0,60,0,0
0,3,0,11,0,3,0,0,60,0,1
0,3,0,11,0,7,1,0,60,0,0
0,3,0,11,0,7,1,0,60,0,0
0,3,1,3,0,3,1,0,360,0,1
0,3,1,10,0,9,1,1,60,0,0
0,3,1,3,1,4,1,0,60,0,0
0,3,1,1,0,8,1,0,120,0,0
0,3,0,0,0,7,0,1,60,0,0
0,3,0,5,0,0,0,0,60,0,0
0,3,1,3,0,4,1,0,60,0,0
0,3,0,0,0,6,1,0,60,1,0
0,3,0,1,1,2,1,0,60,0,0
0,3,1,0,1,7,1,0,60,0,0
0,3,0,9,1,4,1,0,60,0,0
0,3,1,3,0,1,1,1,60,1,0
0,3,1,5,0,1,0,0,60,0,0
0,3,0,8,0,9,0,0,60,0,0
0,3,0,7,0,8,1,0,60,0,0
0,3,0,6,0,0,1,1,60,0,1
0,3,0,5,0,7,0,0,120,0,0
0,3,0,5,0,9,1,0,60,0,1
0,3,1,11,0,8,0,0,90,0,0
0,3,1,11,0,5,1,0,60,0,0
0,3,0,0,1,9,1,0,60,0,0
0,3,0,8,0,5,1,0,60,1,0
0,3,0,9,0,6,1,0,60,0,0
0,3,0,7,0,8,0,0,60,0,0
0,3,1,7,1,5,0,0,60,0,1
0,3,1,8,0,9,0,1,60,0,0
0,3,1,5,0,7,1,1,60,0,0
0,3,1,4,1,2,1,0,120,0,0
0,3,0,0,1,4,1,0,60,0,0
0,3,0,0,0,8,0,0,120,0,0
0,3,0,1,1,6,1,0,60,0,0
0,3,1,9,0,5,2,0,60,0,0
0,3,0,5,1,2,1,0,120,0,0
0,3,1,4,0,6,0,0,60,0,0
0,3,0,3,0,8,0,0,60,0,0
0,3,0,1,1,9,1,0,210,0,1
0,3,1,9,0,5,1,0,60,0,0
0,3,0,12,0,2,1,0,90,0,0
0,3,0,1,1,8,1,0,60,0,0
0,3,0,7,0,2,1,0,60,0,0
0,3,1,11,1,5,1,0,60,0,0
0,3,0,0,1,9,1,1,60,0,0
0,3,1,5,0,1,1,0,90,0,0
0,3,1,12,1,4,1,0,60,0,0
0,3,0,5,0,9,1,0,120,0,1
0,3,1,5,1,0,1,0,120,0,0
0,3,0,8,0,7,1,0,180,1,0
1,0,0,0,1,2,0,2,60,0,0
1,0,0,0,1,2,0,0,120,0,0
1,0,1,6,1,0,0,2,120,1,1
1,0,1,8,1,6,0,0,120,0,0
1,0,1,4,0,3,1,0,60,0,0
1,0,0,3,0,1,0,1,60,0,1
1,0,0,2,0,0,1,2,120,0,0
1,0,1,6,0,7,1,0,120,1,0
1,0,0,12,1,7,0,0,60,0,1
1,0,1,11,0,1,1,1,60,0,1
1,0,0,1,1,1,0,1,150,0,1
1,0,0,3,0,5,0,0,60,0,0
1,0,0,0,1,3,0,0,60,0,0
1,0,0,6,1,5,0,0,120,0,0
1,0,0,6,1,0,0,0,60,1,0
1,0,0,1,1,5,1,0,60,0,1
1,0,0,11,0,4,0,2,90,0,0
1,0,0,5,0,2,0,0,60,0,0
1,0,0,5,0,5,0,1,150,0,0
1,0,1,7,0,6,1,0,60,0,1
1,0,0,4,1,4,0,0,90,0,0
1,0,0,5,1,0,0,0,180,0,0
1,0,0,0,1,6,1,0,60,0,0
1,0,0,0,1,4,0,0,60,0,0
1,0,0,3,1,2,1,4,120,1,0
1,0,0,10,1,2,0,0,180,0,0
1,0,0,0,1,5,0,0,60,0,0
1,0,1,10,0,5,0,0,120,0,0
1,0,0,5,0,6,1,0,60,0,0
1,0,0,11,0,3,0,0,180,0,1
1,0,1,1,0,3,1,0,75,0,0
1,0,0,3,1,1,0,0,60,0,1
1,0,0,12,0,4,1,0,60,0,0
1,0,0,0,1,6,0,0,60,0,1
1,0,0,0,0,2,0,0,60,0,0
1,0,0,0,1,1,0,3,135,0,0
1,0,0,8,1,8,0,1,60,0,0
1,0,0,8,1,7,0,0,60,0,1
1,0,0,4,0,2,0,0,60,0,0
1,0,0,0,0,2,1,0,180,0,1
1,0,0,7,1,9,1,0,120,0,0
1,0,0,8,1,3,1,0,120,1,0
1,0,0,2,0,7,0,0,60,0,0
1,0,0,0,0,4,0,0,60,0,0
1,0,1,3,0,4,1,0,60,0,0
1,0,0,3,1,3,1,0,70,1,0
1,0,0,10,1,2,0,2,120,0,0
1,0,0,1,0,7,0,1,180,0,1
1,0,0,0,0,7,1,0,60,1,0
1,0,0,6,0,1,1,1,60,0,0
1,0,0,11,1,0,0,2,60,1,0
1,0,0,6,0,4,0,1,180,1,1
1,0,0,12,1,4,1,1,120,0,1
1,0,0,10,1,3,0,0,60,0,0
1,0,0,6,1,0,1,0,70,0,0
1,0,0,1,0,0,0,0,120,0,1
1,0,0,0,1,3,1,0,60,0,0
1,0,0,3,0,5,0,0,120,1,0
1,0,0,11,1,1,1,0,60,0,1
1,0,1,1,0,2,0,0,60,0,0
1,0,1,9,0,3,0,0,60,0,0
1,0,0,1,0,9,0,0,60,1,0
1,0,0,0,1,4,0,1,60,0,1
1,0,1,11,0,10,0,0,60,0,0
1,0,0,5,1,1,1,0,60,0,0
1,0,0,9,1,4,1,1,120,0,0
1,0,0,11,1,0,0,1,120,0,1
1,0,0,7,1,7,0,0,60,0,0
1,0,0,12,0,5,0,0,60,0,0
1,0,0,11,1,0,0,1,60,0,1
1,0,0,3,0,4,1,0,60,0,0
1,0,0,5,1,0,0,1,60,0,0
1,0,1,10,0,5,1,0,60,0,0
1,0,0,0,0,3,0,0,60,0,1
1,0,0,0,1,2,1,0,120,0,1
1,0,0,11,1,6,0,2,120,0,0
1,0,0,3,0,1,0,0,60,0,0
